name_distinct,review
"Gran Couva, 2012 harvest, batch 001 - 75.0%",orange
"Gran Couva, 2012 harvest, batch 001 - 75.0%", heavy roast
"Sambirano, 2011 harvest, batch 1 - 75.0%",dark berry
"Sambirano, 2011 harvest, batch 1 - 75.0%", tropical
"Sambirano, 2011 harvest, batch 1 - 75.0%", nutty
"Maranon, Cajamarca, batch 002 - 75.0%",intense
"Maranon, Cajamarca, batch 002 - 75.0%", roasty
"Maranon, Cajamarca, batch 002 - 75.0%", spice
"Toledo District, Maya, batch 001 - 75.0%",thick
"Toledo District, Maya, batch 001 - 75.0%", slow
"Toledo District, Maya, batch 001 - 75.0%", pure
"Camino Verde P., Balao, Guayas, 2014, b. 001 - 85.0%",mild bitter
"Camino Verde P., Balao, Guayas, 2014, b. 001 - 85.0%", woody
"Camino Verde P., Balao, Guayas, 2014, b. 001 - 85.0%", bourbon
"Mid Mountain, 2014, batch 002 - 70.0%",sticky
"Mid Mountain, 2014, batch 002 - 70.0%", woody
"Camino Verde P., Balao, 2015 harvest, batch8 - 75.0%",floral
"Camino Verde P., Balao, 2015 harvest, batch8 - 75.0%", bourbon
"Camino Verde P., Balao, 2015 harvest, batch8 - 75.0%", balanced
Xoconusco - 75.0%,smooth
Xoconusco - 75.0%, coffee
Xoconusco - 75.0%, rich cocoa
"La Colonia, Enliven Cacao - 70.0%",complex
"La Colonia, Enliven Cacao - 70.0%", honey
"La Colonia, Enliven Cacao - 70.0%", fruit
"La Colonia, Enliven Cacao - 70.0%", nut
"Jagassar Estate, Moruga Region, microlot - 80.0%",rich brownie
"Jagassar Estate, Moruga Region, microlot - 80.0%", dried fruit
"Sambirano, 2019 h., batch 7 - 75.0%",tart fruit
"Sambirano, 2019 h., batch 7 - 75.0%", roasty
"Kokoa Kamili, Morogoro - 72.0%",muted
"Kokoa Kamili, Morogoro - 72.0%", heavy roast
"Vanua Levu, Matasawalevu - 70.0%",fatty
"Vanua Levu, Matasawalevu - 70.0%", rubbery
"Vanua Levu, Matasawalevu - 70.0%", nutty
Ucayali - 70.0%,fatty
Ucayali - 70.0%, rubbery
Ucayali - 70.0%, off
"La Dorado, light roast - 70.0%",dried fruit
"La Dorado, light roast - 70.0%", intense
"Tapanti, light roast - 70.0%",fatty
"Tapanti, light roast - 70.0%", honey
"Tapanti, light roast - 70.0%", slight sour
Maleku - 70.0%,roasty
Maleku - 70.0%, coffee
Maleku - 70.0%, intense
Madagascar - 75.0%,rich cocoa
Madagascar - 75.0%, nutty
Madagascar w/ nibs - 68.0%,basic cocoa
Madagascar w/ nibs - 68.0%, large nibs
"Gru Grococo, St. Andrews - 66.0%",earthy
"Gru Grococo, St. Andrews - 66.0%", mild nutty
"Hispaniola, 2008 - 70.0%",nutty
"Hispaniola, 2008 - 70.0%", earthy
"Hispaniola, 2008 - 70.0%", mild off note
Jamaica - 70.0%,sandy
Jamaica - 70.0%, heavy roast
Jamaica - 70.0%, woody
"Sambirano, 2008 - 70.0%",raisins
"Sambirano, 2008 - 70.0%", sour
"Sambirano, 2008 - 70.0%", roasty
Trinidad - 70.0%,dry
Trinidad - 70.0%, honey
Trinidad - 70.0%, roasty
Rio Caribe - 70.0%,mint
Rio Caribe - 70.0%, sweet spices
Piura - 75.0%,smooth
Piura - 75.0%,intense
Piura - 75.0%,fruit
Piura - 75.0%, complex
"Silvestre, Batch 1, 2011 - 75.0%",rich brownie
"Silvestre, Batch 1, 2011 - 75.0%", roasty
"Silvestre, Batch 1, 2011 - 75.0%", sour
"Camino Verde P., Balao, Guayas - 75.0%",floral
"Camino Verde P., Balao, Guayas - 75.0%", bourbon
"Camino Verde P., Balao, Guayas - 75.0%", mocha
"Akessons Estate, Sambirano, 2013 - 70.0%",creamy
"Akessons Estate, Sambirano, 2013 - 70.0%", heavy roast
"Akessons Estate, Sambirano, 2013 - 70.0%", citrus
"Hispaniola, 2013 - 70.0%",sticky
"Hispaniola, 2013 - 70.0%", earthy
"Hispaniola, 2013 - 70.0%", smokey
"Bachelor's Hall E., St. Thomas Parish, batch 1 - 75.0%",intense
"Bachelor's Hall E., St. Thomas Parish, batch 1 - 75.0%", dark berry
"Bachelor's Hall E., St. Thomas Parish, batch 1 - 75.0%", spice
"Silvestre, Batch 7, 2013 - 75.0%",smooth
"Silvestre, Batch 7, 2013 - 75.0%", banana
"Silvestre, Batch 7, 2013 - 75.0%", tart
"Silvestre, Batch 7, 2013 - 75.0%", roasty
Porcelana - 80.0%,red fruit
Porcelana - 80.0%, intense
Porcelana - 80.0%, earthy
"Tranquilidad, Batch 1 - 75.0%",roasty
"Tranquilidad, Batch 1 - 75.0%", dried fruit
"Tranquilidad, Batch 1 - 75.0%", sour
"Caranero, Choc. Garage Exclusive - 70.0%",deep
"Caranero, Choc. Garage Exclusive - 70.0%", rich
"Caranero, Choc. Garage Exclusive - 70.0%", nutty
"Caranero, Choc. Garage Exclusive - 70.0%", roasty
"La Masica, Batch 1, FHIA Research Center - 75.0%",robust
"La Masica, Batch 1, FHIA Research Center - 75.0%", tart
"La Masica, Batch 1, FHIA Research Center - 75.0%", roasty
Porcelana - 71.0%,intense
Porcelana - 71.0%, burnt
Porcelana - 71.0%, chemical
Principe - 77.0%,smokey
Principe - 77.0%, nutty
Principe - 77.0%, fat residue
Carenero Superior - 73.0%,fatty
Carenero Superior - 73.0%, roasty
Carenero Superior - 73.0%, coffee
"Aragua, Trincheras - 70.0%",uneven melt
"Aragua, Trincheras - 70.0%", cashew
"Rio Caribe Superior, Paria Penninsula, b. R380 - 76.0%",fatty
"Rio Caribe Superior, Paria Penninsula, b. R380 - 76.0%", burnt
"Rio Caribe Superior, Paria Penninsula, b. R380 - 76.0%", nut
"Rio Caribe Superior, Paria Penninsula, b. R380 - 76.0%", vegetal
Sur del Lago - 84.0%,fatty
Sur del Lago - 84.0%, chemical
Sur del Lago - 84.0%, roasty
"Sambirano, Akesson Estate, batch MT3802 - 72.0%",buttery
"Sambirano, Akesson Estate, batch MT3802 - 72.0%", sour tang
"Sambirano, Akesson Estate, batch MT3802 - 72.0%", off notes
Chuao - 73.0%,nuts
Chuao - 73.0%, chocolate
Chuao - 73.0%, mellow
"Piura, Norandino, Gran Blanco Nativo, b. PB4704 - 72.0%",blackberry
"Piura, Norandino, Gran Blanco Nativo, b. PB4704 - 72.0%", mild floral
"Red Mayan, Xoco - 72.0%",off note
"Red Mayan, Xoco - 72.0%", vegetal
"Red Mayan, Xoco - 72.0%", nibby
"Pisa, lot 03HA - 75.0%",cocoa base
"Pisa, lot 03HA - 75.0%", spice
"Nugu, lot 02N - 70.0%",complex
"Nugu, lot 02N - 70.0%", coarse
"Nugu, lot 02N - 70.0%", astringent
"Sumba, lot 02IN - 77.0%",mild smoke
"Sumba, lot 02IN - 77.0%", tart
"Sumba, lot 02IN - 77.0%", spice
"Sumba, lot 02IN - 77.0%", harsh
Kokoa Kamili. Lot 73T - 72.0%,clean
Kokoa Kamili. Lot 73T - 72.0%, pure cocoa
Kokoa Kamili. Lot 73T - 72.0%, cherry
Kokoa Kamili. Lot 73T - 72.0%, gritty
100 percent - 100.0%,sticky
100 percent - 100.0%, intense
100 percent - 100.0%, very bitter
Samana - 70.0%,fudgey
Samana - 70.0%, astringent
Samana - 70.0%, sour
Malgascio - 64.0%,sandy
Malgascio - 64.0%, subtle fruit then cocoa
"Carribean, Arawak - 72.0%",fatty
"Carribean, Arawak - 72.0%", cocoa
"Carribean, Arawak - 72.0%", nutty
Latino - 72.0%,sandy
Latino - 72.0%, sweet
Latino - 72.0%, spice
"Midnight, Central and S. America - 83.0%",grassy
"Midnight, Central and S. America - 83.0%", strong bitter
"Twilight, Central and S. America - 69.0%",grassy
"Twilight, Central and S. America - 69.0%", maple
Bahia Superior - 70.0%,creamy
Bahia Superior - 70.0%, vanilla
Bahia Superior - 70.0%, rich
Esmeraldas - 70.0%,nutty
Esmeraldas - 70.0%, spicy
Esmeraldas - 70.0%, floral
Carenero Superior - 70.0%,nutty
Carenero Superior - 70.0%, basic cocoa
Rio Arriba - 70.0%,floral
Rio Arriba - 70.0%, spicey
"H. San Jose, Los Rios, L300817 - 70.0%",few grits
"H. San Jose, Los Rios, L300817 - 70.0%", basic
"H. San Jose, Los Rios, L300817 - 70.0%", gateway
Colombian Semi Dark - 53.0%,too sweet
Colombian Semi Dark - 53.0%, candy-like
Colombian - 65.0%,sweet
Colombian - 65.0%, cherry
Colombian - 65.0%, marshmallow
Colombian Dark - 70.0%,rustic
Colombian Dark - 70.0%, cherry
Colombian Dark - 70.0%, marshmallow
Colombian 2008 - 75.0%,roasty
Colombian 2008 - 75.0%,rich cocoa
Colombian 2008 - 75.0%,marshmallow
Colombian w/ nibs - 70.0%,sweet
Colombian w/ nibs - 70.0%, marshmallow
Sao Tome - 70.0%,perfume
Sao Tome - 70.0%, vanilla
Extra Dark - 82.0%,dry
Extra Dark - 82.0%, bitter
Extra Dark - 82.0%, poor aftertaste
"Kumasi Sambirano, Ghana & Madagascar - 68.0%",fruity
"Kumasi Sambirano, Ghana & Madagascar - 68.0%", smokey
"Kumasi Sambirano, Ghana & Madagascar - 68.0%", burnt
Jamaica a l'ancienne - 70.0%,fresh nibs
Jamaica a l'ancienne - 70.0%,chocolate base off
Semisweet - 62.0%,tobacco
Semisweet - 62.0%, sweet
Semisweet - 62.0%, dairy
Bittersweet - 70.0%,cherry
Bittersweet - 70.0%, mild bitter
"Las Islas, Carribean(DR/Jam/Tri) - 72.0%",strong smokey tobacco
Nibby - 62.0%,sweet
Nibby - 62.0%, base cocoa
Antilles (Trin/Gren/DR/Ven) - 75.0%,smooth
Antilles (Trin/Gren/DR/Ven) - 75.0%,complex
Antilles (Trin/Gren/DR/Ven) - 75.0%,cocoa base
Cuyagua - 75.0%,complex
Cuyagua - 75.0%, strawberry
Cuyagua - 75.0%, tart
"Finisterra, Ven., Trinidad, Mad. - 72.0%",grassy
"Finisterra, Ven., Trinidad, Mad. - 72.0%", black pepper
"Finisterra, Ven., Trinidad, Mad. - 72.0%", smoke
Tome Acu - 68.0%,smooth
Tome Acu - 68.0%, tart
Tome Acu - 68.0%, earthy
Ben Tre - 72.0%,creamy
Ben Tre - 72.0%, grassy
Ben Tre - 72.0%, banana
Ben Tre - 72.0%, tart
Asante - 65.0%,simple
Asante - 65.0%, delicate cocoa
Asante - 65.0%, long
Camahogne - 68.0%,smooth
Camahogne - 68.0%, grassy
Camahogne - 68.0%, minty
Amina - 65.0%,clingy
Amina - 65.0%,subtle
Amina - 65.0%, tangy
Amina - 65.0%, citrus
Markham Valley - 68.0%,cherry
Markham Valley - 68.0%,wine
Markham Valley - 68.0%,rich
Markham Valley - 68.0%,smoke
San Juan de Cheni - 78.0%,banana
San Juan de Cheni - 78.0%, pear
San Juan de Cheni - 78.0%, spice
San Juan de Cheni - 78.0%, cheese
Dominican Republic - 70.0%,rustic
Dominican Republic - 70.0%, vegetal
Dominican Republic - 70.0%, earthy
Grenada - 70.0%,off
Grenada - 70.0%, sweet
Grenada - 70.0%, orange
Grenada - 70.0%, rubber
Wampusirpi - 70.0%,dry
Wampusirpi - 70.0%, earthy
Wampusirpi - 70.0%, surface mark
Zorzal - 70.0%,earthy
Zorzal - 70.0%, mild fruit
Zorzal - 70.0%, sticky
Kokoa Kamili - 70.0%,sticky
Kokoa Kamili - 70.0%, cherry
Kokoa Kamili - 70.0%, cocoa
Matasawalevu - 70.0%,sharp
Matasawalevu - 70.0%, raw
Matasawalevu - 70.0%, metallic
Semuliki Forest - 70.0%,cocoa
Semuliki Forest - 70.0%, roasty
Semuliki Forest - 70.0%, sticky
Gewan Gangaram - 75.0%,sl roasty
Gewan Gangaram - 75.0%, woody
Gewan Gangaram - 75.0%, melon
Gewan Gangaram - 75.0%, spicy
Ucayali - 70.0%,orange
Ucayali - 70.0%, fig
Ucayali - 70.0%, cocoa
Ben Tre - 70.0%,blueberry & cocoa dominate
Anamalai - 70.0%,sticky
Anamalai - 70.0%, dark berry
Anamalai - 70.0%, roasty edge
Guatemala - 70.0%,spicy
Guatemala - 70.0%, rich cocoa
Guatemala - 70.0%, sweet
Colombia - 70.0%,black pepper
Colombia - 70.0%, astringent
Belize - 70.0%,full cocoa flavor
Ecuador - 75.0%,coffee
Ecuador - 75.0%, nutty
"Belize, 2013 - 72.0%",fruity
"Belize, 2013 - 72.0%", blueberry
Cuyagua - 77.0%,smoked ham
Cuyagua - 77.0%, tangy
Cuyagua - 77.0%, berry
Jamaica - 72.0%,sticky
Jamaica - 72.0%, dried fruit
Jamaica - 72.0%, smoke
Papua New Guinea - 73.0%,chewy
Papua New Guinea - 73.0%, smoke
Papua New Guinea - 73.0%, fruit
Papua New Guinea - 73.0%, cocoa
ROIG - 74.0%,grapes
ROIG - 74.0%, tangy
ROIG - 74.0%, cocoa
"Hawai'i Island, Hilo - 73.0%",sticky
"Hawai'i Island, Hilo - 73.0%", earthy
"Hawai'i Island, Hilo - 73.0%", medicinal
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%",perfume
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%", floral
"Hawai'i Island, Hilo, w/ added cocoa butter - 73.0%", chemical
Porcelana - 75.0%,strong spice
Porcelana - 75.0%, perfume
Porcelana - 75.0%, roasty
Tingo Maria - 70.0%,earthy
Tingo Maria - 70.0%, roasty
Tingo Maria - 70.0%, vegetal
Oro - 82.0%,gritty
Oro - 82.0%, fatty
Oro - 82.0%, coffee
Oscuro - 70.0%,gritty
Oscuro - 70.0%, bold
Oscuro - 70.0%, black pepper
Peru - 70.0%,sandy
Peru - 70.0%, sweet
Peru - 70.0%, vanilla
Maya Belize - 67.0%,fatty
Maya Belize - 67.0%, cocoa
Maya Belize - 67.0%, spicy
"Porcelana, Colombia, Amazonas - 68.0%",fatty
"Porcelana, Colombia, Amazonas - 68.0%", salty
"Porcelana, Colombia, Amazonas - 68.0%", caramel
"Trintade, Sao Tome - 65.0%",nutty
"Trintade, Sao Tome - 65.0%", salty
"Bahia, Scavina - 60.0%",fatty
"Bahia, Scavina - 60.0%", sweet
"Bahia, Scavina - 60.0%", salty
"Somia Plantation, 2012 - 67.0%",tart
"Somia Plantation, 2012 - 67.0%", sweet edge
"Somia Plantation, 2012 - 73.0%",intense fruity
"Somia Plantation, 2012 - 73.0%", mild sour
"Camino Verde P., Balao, Guayas - 73.0%",intense
"Camino Verde P., Balao, Guayas - 73.0%", rich
"Camino Verde P., Balao, Guayas - 73.0%", burnt
"Camino Verde P., Balao, Guayas - 73.0%", licorice
"Somia Plantation, 2012 - 100.0%",creamy
"Somia Plantation, 2012 - 100.0%", tart
"Somia Plantation, 2012 - 100.0%", bitter
"Camino Verde P., Balao, Guayas, 2012 - 100.0%",floral
"Camino Verde P., Balao, Guayas, 2012 - 100.0%", bourbon
"Camino Verde P., Balao, Guayas, 2012 - 100.0%", bitter
Lachua w/ cane sugar - 73.0%,waxy
Lachua w/ cane sugar - 73.0%, earthy
Lachua w/ cane sugar - 73.0%, cocoa
Lachua w/ cane sugar - 73.0%, roasty
"Lachua w/ maple sugar, batch 5 - 73.0%",waxy
"Lachua w/ maple sugar, batch 5 - 73.0%", maple
"Lachua w/ maple sugar, batch 5 - 73.0%", flat
Pisa - 73.0%,oily
Pisa - 73.0%, medium roasted cocoa
Wild Bolivia - 73.0%,sticky
Wild Bolivia - 73.0%, raisins
Wild Bolivia - 73.0%, fudgey
Kokoa Kamili Coop - 73.0%,basic cocoa
Kokoa Kamili Coop - 73.0%, gateway
"Esmeraldas, Salazar Farm - 73.0%",rich cocoa
"Esmeraldas, Salazar Farm - 73.0%", spicy
Tingo Maria - 73.0%,caramel
Tingo Maria - 73.0%, anise
Tingo Maria - 73.0%, dried fruit
"Soconusco, Rayen Cacao Co-op - 73.0%",bland
"Soconusco, Rayen Cacao Co-op - 73.0%", sour
"Soconusco, Rayen Cacao Co-op - 73.0%", lacks development
"Anamalai, Pollachi City - 73.0%",butterscotch
"Anamalai, Pollachi City - 73.0%", slight burnt note
Ghana - 70.0%,sweet
Ghana - 70.0%, vanilla
Ghana - 70.0%, cocoa
Ghana - 70.0%, mold
"Nicaragua, lot N510 - 72.0%",mild
"Nicaragua, lot N510 - 72.0%", nutty
"Nicaragua, lot N510 - 72.0%", vanilla
"Nicaragua, lot N510 - 72.0%", cocoa
Bolivia - 72.0%,floral
Bolivia - 72.0%, intense
Bolivia - 72.0%, pungent
"Maranon, batch 2 - 67.0%",light brown
"Maranon, batch 2 - 67.0%", grits
"Maranon, batch 2 - 67.0%", floral
Akesson's Estate - 65.0%,few grits
Akesson's Estate - 65.0%, sweet
Akesson's Estate - 65.0%, orange
Akesson's Estate - 70.0%,few grits
Akesson's Estate - 70.0%, bold
Akesson's Estate - 70.0%, dark berry
"Papua New Guinea, triple roast, batch 1 - 65.0%",smokey
"Papua New Guinea, triple roast, batch 1 - 65.0%", tart
"Papua New Guinea, triple roast, batch 1 - 65.0%", astringent
Kokoa Kamili - 67.0%,bold cherry
Kokoa Kamili - 67.0%, rich cooa
San Juan Estate - 70.0%,cigar
San Juan Estate - 70.0%, tobacco
San Juan Estate - 70.0%, grass
San Juan Estate - 70.0%, spice
"Chuao, batch 3 - 70.0%",mild cacao and fruit notes
Camino Verde - 72.0%,creamy
Camino Verde - 72.0%, pistachio
Camino Verde - 72.0%, floral
Tien Giang - 70.0%,creamy
Tien Giang - 70.0%, molasses
Tien Giang - 70.0%, off note
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%",gummy
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%", fatty
"Chimelb, Lanquin, Alta Verapaz, b-GUA001 - 70.0%", earthy
"Guasare, La Sierra de Perija, batch gua001 - 70.0%",creamy
"Guasare, La Sierra de Perija, batch gua001 - 70.0%", fruit
"Guasare, La Sierra de Perija, batch gua001 - 70.0%", cocoa
"Maya Mtn, Moho R., Toledo D. - 70.0%",apple
"Maya Mtn, Moho R., Toledo D. - 70.0%", mild cherry
Australia - 67.0%,delicate
Australia - 67.0%, smooth
Australia - 67.0%, dairy
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%",ligt color
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%", creamy
"Porcelana, Sorotaima,Machiques,batch pcl001 - 70.0%", peanut
"Oko Caribe, DOR005 - 70.0%",cherry
"Oko Caribe, DOR005 - 70.0%", rich choco
"Pisa, batch HA102 - 70.0%",complex
"Pisa, batch HA102 - 70.0%", earthy
"Pisa, batch HA102 - 70.0%", melon
Madagascar - 68.0%,mild cocoa
Madagascar - 68.0%, fruity
Ecuador - 68.0%,fudgey then spicy
Ecuador - 68.0%, vanilla
Ghana - 67.0%,perfume
Ghana - 67.0%, strong chemical
Sulawesi - 66.0%,nuts
Sulawesi - 66.0%, fruit
Sulawesi - 66.0%, cocoa
India - 70.0%,grassy
India - 70.0%, hammy
Madagascar - 72.0%,tangy
Madagascar - 72.0%, sour
Madagascar - 72.0%, intense
"Ecuador, Batch 1 - 70.0%",intense
"Ecuador, Batch 1 - 70.0%", simple
"Ecuador, Batch 1 - 70.0%", floral
"Ecuador, Batch 1 - 70.0%", earthy
"Castillo, Hispaniola, unroasted - 85.0%",sticky
"Castillo, Hispaniola, unroasted - 85.0%", hammy
"Castillo, Hispaniola, unroasted - 85.0%", bitter
"Maranon, Fortunato No. 4 - 68.0%",sticky
"Maranon, Fortunato No. 4 - 68.0%", sandy
"Maranon, Fortunato No. 4 - 68.0%", pungent
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",intense
"Kablon Farms, Red Pod, 2018 harvest - 70.0%", dirty
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",floral
"Kablon Farms, Red Pod, 2018 harvest - 70.0%",medicinal
Solomon Island - 70.0%,sweet
Solomon Island - 70.0%, roasty
Solomon Island - 70.0%, spicy
Solomon Island w/ nibs - 75.0%,spicy
Solomon Island w/ nibs - 75.0%, roasted
Solomon Island w/ nibs - 75.0%, fresh nibs
Sambirano - 70.0%,dry
Sambirano - 70.0%, molasses
Sambirano - 70.0%, sour
Amazonas - 70.0%,dairy
Amazonas - 70.0%, cheese
Amazonas - 70.0%, molasses
Bolivia - 70.0%,intense
Bolivia - 70.0%, leathery
Bolivia - 70.0%, cocoa
San Martin - 70.0%,molasses
San Martin - 70.0%, grape
San Martin - 70.0%, sour
Wasatch - 70.0%,creamy
Wasatch - 70.0%, nutty
Wasatch - 70.0%, cocoa
Bundibugyo - 70.0%,molasses
Bundibugyo - 70.0%, licorice
Bundibugyo - 70.0%, muted
Kilombero - 70.0%,sticky
Kilombero - 70.0%, strong molasses
Anamalai - 70.0%,molasses undertone
Anamalai - 70.0%, tangy
"Dak Nong, Lot 103120 - 70.0%",molasses
"Dak Nong, Lot 103120 - 70.0%", raisins
"Dak Nong, Lot 103120 - 70.0%", astringent
Hispaniola - 70.0%,sticky
Hispaniola - 70.0%, few grits
Hispaniola - 70.0%, mild fruit
Hispaniola - 70.0%,sour
Conacado - 70.0%,slow to develop
Conacado - 70.0%, nutty
Africa - 70.0%,earthy
Africa - 70.0%, woody
Africa - 70.0%, vegetal
Papua New Guinea - 70.0%,smokey
Papua New Guinea - 70.0%, mushroom
Papua New Guinea - 70.0%, woodsy
Madagascar - 70.0%,subtle red berry
Madagascar - 70.0%, complex
Ocumare - 70.0%,black tea
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%",complex
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%", nut
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%", dried fruit
"Black Science Blend 1, DR, Ecuador, Peru - 70.0%", earth
"Grenada, Black Science - 70.0%",super temper
"Grenada, Black Science - 70.0%",astringent
"Grenada, Black Science - 70.0%", burn
"Alto Beni, Wild Bolivian - 70.0%",earthy
"Alto Beni, Wild Bolivian - 70.0%", mild tannic
"Alto Beni, Wild Bolivian - 70.0%", woody
Chuao - 70.0%,strawberry
Chuao - 70.0%, green mint
"Elvesia P., Black Science - 70.0%",dried fruit
"Elvesia P., Black Science - 70.0%", tart
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%",strawberry
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%", cocoa
"Three Amigos(Chuao, Wild Bolivia, D.R.) - 70.0%", nutty
Peruvian - 64.0%,complex
Peruvian - 64.0%,spice
Peruvian - 64.0%,caramel
Peruvian - 64.0%,cocoa
Noula Coop - 70.0%,uneven
Noula Coop - 70.0%, grassy
Noula Coop - 70.0%, roasty
"Cahabon Region, batch Tri1 - 70.0%",sandy
"Cahabon Region, batch Tri1 - 70.0%", earthy
"Cahabon Region, batch Tri1 - 70.0%", tangy wine
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",smoke
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",tobacco
"Eastern Promises, Mad., Java, PNG, batch EP1 - 70.0%",black pepper
Papua New Guinea - 85.0%,mild smoke
Papua New Guinea - 85.0%, fruit
Papua New Guinea - 85.0%, mild burnt
O'ahu Island - 70.0%,cranberries
O'ahu Island - 70.0%, cocoa
"Carenero Superior, batch CS2 - 70.0%",intense
"Carenero Superior, batch CS2 - 70.0%", rich burnt caramel
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%",creamy
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%", raisin
"Dual Origins, Sambirano, Elvesia, batch SD06 - 70.0%", lemon
"Dancing in Your Head, 5 bean blend - 70.0%",creamy
"Dancing in Your Head, 5 bean blend - 70.0%", complex
"Dancing in Your Head, 5 bean blend - 70.0%", peanut
"Apurimac, El Quinacho Co-op - 70.0%",creamy
"Apurimac, El Quinacho Co-op - 70.0%", medicinal
"Apurimac, El Quinacho Co-op - 70.0%", mild fruit
Java - 70.0%,creamy
Java - 70.0%, smokey
Java - 70.0%, some fruit
Chef's Blend - 70.0%,grassy
Chef's Blend - 70.0%, dairy
Chef's Blend - 70.0%, mild fatty
"Orinoco, batch ORI 1 - 70.0%",creamy
"Orinoco, batch ORI 1 - 70.0%", nutty
"Orinoco, batch ORI 1 - 70.0%", roasty
"Rizek Cacao, batch DR 12 - 77.0%",smoke
"Rizek Cacao, batch DR 12 - 77.0%", burnt caramel
"Rizek Cacao, batch DR 12 - 77.0%", citrus
Sangre Grande P. - 70.0%,creamy
Sangre Grande P. - 70.0%, brownie mix
Sangre Grande P. - 70.0%, roasty
Patanemo - 70.0%,nutty
Patanemo - 70.0%, chocolate ice cream
"Crazy 88, Guat., D.R., Peru, Mad., PNG - 88.0%",pronounced berry
"Crazy 88, Guat., D.R., Peru, Mad., PNG - 88.0%",mild smoke
"Maracaibo, El Vigia - 70.0%",delicate
"Maracaibo, El Vigia - 70.0%", nutty
"Maracaibo, El Vigia - 70.0%", cocoa
"Maracaibo, El Vigia - 70.0%", dairy
"Equator, Peru, Dom. Rep - 67.0%",roasted nuts
"Equator, Peru, Dom. Rep - 67.0%", burnt brownie
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%",floral
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%", berry
"Bachelor's Hall E., St. Thomas Parish, batch bh1 - 70.0%", clove
La Dalia - 70.0%,spicy
La Dalia - 70.0%, woodsy
"Little Big Man, Madagascar & Ecuador - 70.0%",tart
"Little Big Man, Madagascar & Ecuador - 70.0%", mild sour
"La Tronca, Matagalpa - 70.0%",basic chocolate
"La Tronca, Matagalpa - 70.0%", accessible
"Camino Verde P., Balao, Guayas - 80.0%",robust
"Camino Verde P., Balao, Guayas - 80.0%", nutty
"Camino Verde P., Balao, Guayas - 80.0%", brownie
Maranon Canyon - 70.0%,creamy
Maranon Canyon - 70.0%, sour orange
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%",creamy
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%", smokey
"Espiritu Santo, 'Smoke Monster', batch sm1 - 70.0%", rich cocoa
CSB Chama - 70.0%,roasted nuts
CSB Chama - 70.0%, dried fruit
Porcelana - 75.0%,balanced
Porcelana - 75.0%, nuts
Porcelana - 75.0%, strawberry
"Camino Verde, Black S., batch cvu6030.0 - 70.0%",nutty
"Camino Verde, Black S., batch cvu6030.0 - 70.0%", banana
"Camino Verde, Black S., batch cvu6030.0 - 70.0%", harsh ending
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%",creamy
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%", sweet
"Oko Caribe, Duarte P., Collab w Chocosol - 62.0%", deep choco
"Sambirano Valley, Black Science, B-60307.0 - 70.0%",robust dark tropical fruit
"Bahia Black, batch bra50722.1 - 70.0%",creamy
"Bahia Black, batch bra50722.1 - 70.0%", diluted
"Bahia Black, batch bra50722.1 - 70.0%", mild choco
"Chuno, San Jose de Bocay, Pantasma R.,B.S. - 70.0%",evolves black pepper to citrus
"Abstract S. w/ Jamaica nibs,batch abs60323.0 - 75.0%",banana
"Abstract S. w/ Jamaica nibs,batch abs60323.0 - 75.0%", nutty
"Tien Giang, Black S., batch VIT60420.0 - 70.0%",creamy
"Tien Giang, Black S., batch VIT60420.0 - 70.0%", honey
"Tien Giang, Black S., batch VIT60420.0 - 70.0%", blackberry
Fiji - 70.0%,creamy
Fiji - 70.0%, roasty
Fiji - 70.0%, woody
Arauca - 70.0%,creamy
Arauca - 70.0%, honey
Arauca - 70.0%, marshmallow
"Pisa, Creole Gardens - 70.0%",sweet edge
"Pisa, Creole Gardens - 70.0%", lemon
"Pisa, Creole Gardens - 70.0%", muted
"Bejofo, Sambirano V., Akesson E. - 70.0%",creamy
"Bejofo, Sambirano V., Akesson E. - 70.0%", acidic
"Bejofo, Sambirano V., Akesson E. - 70.0%", balanced
